algo,k,frac,m,seed,r1,r2,r3
random,2,0.25,20843,3,0.9958263264957163,0.9957124445389661,1.000054948519395
random,2,0.25,20843,4,0.9965981680177064,0.9965352980887882,1.0000300265077784
lightweight,2,0.5,41686,0,1.0005356589918335,1.0004912235926404,1.0000236814868297
lightweight,2,0.5,41686,1,0.9989492275564987,0.9988838441099677,1.0000265306133764
lightweight,2,0.5,41686,2,0.9975119327080195,0.9974270859246986,1.000047567084905
lightweight,2,0.5,41686,3,1.004677935437331,1.0045399428471302,1.0000813617004982
lightweight,2,0.5,41686,4,0.9980929468971529,0.9979838326718462,1.0000497311990857
random,2,0.5,41686,0,0.9990038606086121,0.9989568364050853,1.000022794084571
random,2,0.5,41686,1,1.0009876052999147,1.0008894507749186,1.0000548850218856
random,2,0.5,41686,2,0.9984429220075584,0.9983635340654873,1.0000354249286447
random,2,0.5,41686,3,0.9970952048053171,0.9969250941277084,1.0000714636401355
random,2,0.5,41686,4,0.9963382594799246,0.9963200336650433,1.0000100009121067
lightweight,4,0.0025,208,0,1.0046468222102236,0.9357067891064148,1.0348773519891263
lightweight,4,0.0025,208,1,1.0069266256261187,0.9633578176050087,1.0178388710286497
lightweight,4,0.0025,208,2,0.9478631910883173,0.9019375639883612,1.0194685988889975
lightweight,4,0.0025,208,3,1.0184223741180483,0.9152258995613058,1.058089319536836
lightweight,4,0.0025,208,4,1.055165892612267,0.9592978275276128,1.0496890684066933
random,4,0.0025,208,0,1.0054582787454012,0.8949719285173431,1.0585491294892326
random,4,0.0025,208,1,1.1440976687146505,1.0353688190359875,1.0632512650533215
random,4,0.0025,208,2,0.9944637494294727,0.9155696648179167,1.0342256986849152
random,4,0.0025,208,3,1.0439206733733937,0.9318011475846238,1.057480408137989
random,4,0.0025,208,4,0.9769758901909997,0.9390078650685528,1.0183452622406652
lightweight,4,0.005,417,0,1.026433350217176,1.003529583406801,1.011501736111694
lightweight,4,0.005,417,1,1.053300570431057,1.0240818002468675,1.0121672976320377
lightweight,4,0.005,417,2,1.0079573108193232,0.9912995939064313,1.0090263916048385
lightweight,4,0.005,417,3,0.9816818305525407,0.9529788362474775,1.0156558878092088
lightweight,4,0.005,417,4,1.0488258959114238,1.02099166104944,1.015173923118474
random,4,0.005,417,0,1.0116527739987915,0.9769036609759397,1.0188141127976462
random,4,0.005,417,1,1.0453326322682408,1.0124896322126615,1.017166644143056
random,4,0.005,417,2,0.950958256492973,0.9081912287157046,1.021127041946853
random,4,0.005,417,3,0.9959761265291375,0.9676375806037943,1.0207295944179169
random,4,0.005,417,4,0.9801862290214914,0.9648798061402879,1.0092402883811835
lightweight,4,0.01,834,0,1.0109499320934894,0.9968604640807562,1.0075597203306028
lightweight,4,0.01,834,1,1.0346731981402657,0.9749251994466103,1.0451750412921466
lightweight,4,0.01,834,2,0.997929642575892,0.9849930386950301,1.0063625658308801
lightweight,4,0.01,834,3,0.9824592327074778,0.9734699775664845,1.0040846547314228
lightweight,4,0.01,834,4,1.0201349961030455,1.0076172290117105,1.0059677879530284
random,4,0.01,834,0,1.0036892809964968,0.9889381066268247,1.006910295572971
random,4,0.01,834,1,1.0305965505905115,1.0089808895836332,1.0111619047999518
random,4,0.01,834,2,0.9778662227355265,0.9622834888061704,1.007312317537599
random,4,0.01,834,3,0.9800968057131225,0.970444606525164,1.004730763763286
random,4,0.01,834,4,0.9955433520407323,0.9874891450887401,1.003995761389446
lightweight,4,0.05,4169,0,0.9955678863931566,0.9921445802021882,1.001556594520222
lightweight,4,0.05,4169,1,1.002344889858687,0.9990319245130547,1.0013331408383095
lightweight,4,0.05,4169,2,1.0010806888124666,0.9992375518151645,1.0008533562342978
lightweight,4,0.05,4169,3,1.002713285617481,0.9989673112086287,1.0018807077466108
lightweight,4,0.05,4169,4,0.9932214720378086,0.9911896684043205,1.0009570740772695
random,4,0.05,4169,0,0.9905303824110169,0.9865760710903317,1.001664431039136
random,4,0.05,4169,1,1.0122538773430705,1.009891146212697,1.001282270415895
random,4,0.05,4169,2,0.9889851912600939,0.9859286921086495,1.0014557742526158
random,4,0.05,4169,3,0.9870844492765044,0.9834558747497555,1.0018780571834127
random,4,0.05,4169,4,0.9923581512087704,0.9910964338009671,1.0005924793229535
lightweight,4,0.1,8337,0,0.9954865212068394,0.9938196080559082,1.0007304638333192
