algo,k,frac,m,seed,center_idx,energy,valence,danceability,acousticness
full,64,,,,19,0.3904031737737738,0.20506246246246246,0.5825655655655656,0.3926820820820821
full,64,,,,20,0.7242720084343701,0.4144159198734845,0.5750231945176595,0.07283642903531895
full,64,,,,21,0.6638363636363637,0.8531701298701299,0.6830662337662338,0.11732749454545455
full,64,,,,22,0.763991796554553,0.5568219852337982,0.5268621821164889,0.41412961443806395
full,64,,,,23,0.8047706146926535,0.4008704647676162,0.555856071964018,0.7661859070464765
full,64,,,,24,0.33171999999999996,0.21213758333333338,0.3461241666666667,0.8339141666666665
full,64,,,,25,0.5873016194331984,0.8573805668016194,0.8154554655870445,0.5301356275303644
full,64,,,,26,0.4591794650560828,0.5151363244176014,0.8094262295081966,0.12327244817946503
full,64,,,,27,0.3324813842482099,0.8069463007159905,0.7464988066825775,0.8210847255369929
full,64,,,,28,0.6721135073779796,0.5937372304199773,0.6839835414301929,0.08865860616912602
full,64,,,,29,0.7102884615384616,0.20694608753315646,0.457053050397878,0.05102635423076929
full,64,,,,30,0.8916489795918368,0.7965367346938775,0.47580204081632654,0.04151643862585036
full,64,,,,31,0.4290156279961649,0.5043029721955896,0.5245704697986577,0.4591333404602109
full,64,,,,32,0.9215028224055579,0.35288970907511935,0.4458493269648285,0.021162516552323096
full,64,,,,33,0.33206353591160215,0.7205534069981585,0.5145469613259669,0.8584530386740332
full,64,,,,34,0.6617912457912458,0.6863712121212121,0.5279848484848485,0.10065740239898993
full,64,,,,35,0.9347934131736526,0.14520013173652696,0.3751395209580838,0.016902497934131788
full,64,,,,36,0.1080872550326798,0.19247732026143793,0.46538431372549016,0.9401771241830064
full,64,,,,37,0.9091733266733267,0.361458041958042,0.5921738261738262,0.0337528024225775
full,64,,,,38,0.21179453475935833,0.051641657754010584,0.14925989304812842,0.1934073801604278
full,64,,,,39,0.6807987243090007,0.3614358610914245,0.7792416725726435,0.06704991097094248
full,64,,,,40,0.800247491638796,0.8391630434782609,0.5597909698996656,0.38029515050167223
full,64,,,,41,0.5022148337595908,0.44867774936061383,0.40423103154305207,0.7292216538789429
full,64,,,,42,0.4880301602262017,0.5835956644674835,0.7651790763430726,0.5934241281809614
