algo,k,frac,m,seed,r1,r2,r3
random,2,0.05,49966,4,1.0019452889286111,1.0016910912137218,1.0001118239885056
lightweight,2,0.1,99932,0,1.0022604098636743,1.002219593554341,1.0000203290758711
lightweight,2,0.1,99932,1,1.0011495298912427,1.00105866793579,1.0000673637962831
lightweight,2,0.1,99932,2,0.9976528143473808,0.9976030674495057,1.0000424064566371
lightweight,2,0.1,99932,3,0.9984868317790464,0.9984217955068587,1.0000325717023026
lightweight,2,0.1,99932,4,0.9962527286665914,0.9962037542081331,1.0000245016298424
random,2,0.1,99932,0,0.9981081512472115,0.9980913824971137,1.0000186179575408
random,2,0.1,99932,1,0.9951595991386345,0.9951133554717583,1.0000233228552227
random,2,0.1,99932,2,1.0003250185819603,1.00011206376516,1.0000866787857623
random,2,0.1,99932,3,1.0046506487358933,1.0045513874043364,1.000071067635463
random,2,0.1,99932,4,1.0051793436954821,1.0049523322698954,1.000092992237003
lightweight,2,0.25,249829,0,1.003008079832823,1.0029766445372221,1.0000212192444455
lightweight,2,0.25,249829,1,1.0005129342731531,1.0004401562254481,1.0000593510013491
lightweight,2,0.25,249829,2,0.9979007919317437,0.9978757760642993,1.0000125175112862
lightweight,2,0.25,249829,3,0.9994940383198408,0.9994833579244286,1.0000118331915244
lightweight,2,0.25,249829,4,0.9972057699299602,0.9971907114829522,1.000011255540221
random,2,0.25,249829,0,0.9997268818860193,0.9996710459233197,1.000047019494024
random,2,0.25,249829,1,0.9992112916165461,0.9991896698148144,1.0000199448157014
random,2,0.25,249829,2,0.99876773101682,0.9987643274402802,1.0000050215623597
random,2,0.25,249829,3,0.9984044635025918,0.9983941746182023,1.0000051473368077
random,2,0.25,249829,4,0.9991146419608203,0.9990086887475839,1.000064808605153
lightweight,2,0.5,499658,0,1.0014740836630363,1.0014653178030688,1.0000043824796567
lightweight,2,0.5,499658,1,0.9992306857517013,0.9991516844665059,1.0000719998378311
lightweight,2,0.5,499658,2,0.9994876422360321,0.9994869543581477,1.000000389467583
lightweight,2,0.5,499658,3,0.9993728734000289,0.9993648839387012,1.0000108970941661
lightweight,2,0.5,499658,4,0.9979343423451877,0.9979202162572554,1.0000187808954575
random,2,0.5,499658,0,0.9998780714863126,0.9998759271395794,1.0000010710533251
random,2,0.5,499658,1,1.000457984822583,1.0004513529342283,1.0000157353987082
random,2,0.5,499658,2,0.9993452066619773,0.9993410051224914,1.0000081866333
random,2,0.5,499658,3,0.999798486260015,0.9997996671280681,1.0000090386992537
random,2,0.5,499658,4,1.0006733860174668,1.0006683579134494,1.000002513108368
lightweight,4,0.0025,2498,0,1.0010539444298503,0.9970571183514729,1.0020327534107372
lightweight,4,0.0025,2498,1,0.9962915142848945,0.983366774275035,1.0054717870407648
lightweight,4,0.0025,2498,2,1.0027851847104574,0.9972373112173368,1.002523560493831
lightweight,4,0.0025,2498,3,1.0135275207375178,1.011289529767797,1.001205979259495
lightweight,4,0.0025,2498,4,1.00019192174658,0.9895094512439467,1.0051034724689296
random,4,0.0025,2498,0,0.9926862704081931,0.9834484858970809,1.003185632154477
random,4,0.0025,2498,1,1.0159867208512992,1.0150701869938659,1.000679472747199
random,4,0.0025,2498,2,1.0175659885166417,0.9665093944560679,1.0327776540556872
random,4,0.0025,2498,3,0.993014356445148,0.9509186692929964,1.0352985321114512
random,4,0.0025,2498,4,0.9847604808586994,0.9825921093284422,1.0010129961093828
lightweight,4,0.005,4997,0,1.0111328172532221,1.0032889957078184,1.004194956797743
lightweight,4,0.005,4997,1,1.0149733742280989,1.0088057494992353,1.0022208037146587
lightweight,4,0.005,4997,2,1.0034788976841773,1.0007210268659985,1.0012505265505098
lightweight,4,0.005,4997,3,1.0144554150015979,1.0125370860582301,1.001251401702036
lightweight,4,0.005,4997,4,0.9933147271963609,0.9811676532899425,1.0046456214383013
random,4,0.005,4997,0,0.9751222740155849,0.9721244072270346,1.0009885231969387
random,4,0.005,4997,1,1.000191698508397,0.9959946052296097,1.0020969979709722
random,4,0.005,4997,2,1.0038525335365966,0.9962978280316199,1.0027697519210919
random,4,0.005,4997,3,1.026432017252257,1.0215042350755292,1.0025470393058402
random,4,0.005,4997,4,0.9834545438460092,0.9817080932791908,1.00109552530552
lightweight,4,0.01,9993,0,1.0099596665925399,1.0086299563625953,1.0007224675876585
lightweight,4,0.01,9993,1,1.0160693872658604,1.0060317500174045,1.0028969877793728
lightweight,4,0.01,9993,2,0.9984764000886109,0.9959563179041954,1.0018065893355395
lightweight,4,0.01,9993,3,1.0144048262011582,1.0129275406402882,1.0009817533548329
lightweight,4,0.01,9993,4,0.9933775986134444,0.9871015961979345,1.002870598871316
random,4,0.01,9993,0,0.9837967393239176,0.980042258523495,1.0010733907897722
random,4,0.01,9993,1,1.0056004153511149,1.003921633256589,1.0009062705377678
random,4,0.01,9993,2,1.015419656711225,1.012326907239598,1.0024404185554499
random,4,0.01,9993,3,1.01090470904364,1.0090365838685589,1.000980281879036
random,4,0.01,9993,4,0.9868880330127832,0.985645872044967,1.0008128972856196
lightweight,4,0.05,49966,0,1.0010976360837798,1.0010306387597185,1.0000222750717247
lightweight,4,0.05,49966,1,1.0022906929796498,1.0018847930235144,1.0002595470680418
lightweight,4,0.05,49966,2,0.9986409793638514,0.9983530643086304,1.000126660022713
lightweight,4,0.05,49966,3,1.0071319408697335,1.0070071257282,1.000259464293444
lightweight,4,0.05,49966,4,1.0003843756255208,0.9985729733516243,1.0009155560185319
random,4,0.05,49966,0,1.0007460119201164,0.9993936308320848,1.0012839177384387
random,4,0.05,49966,1,0.9990351430361925,0.9988305047463989,1.0000944250814137
random,4,0.05,49966,2,1.0038342969645806,1.0036962626923036,1.0003814607842096
random,4,0.05,49966,3,0.9985759332481843,0.998495124457433,1.000033379203337
random,4,0.05,49966,4,0.9977058481170857,0.9974971426233701,1.0001255589119318
lightweight,4,0.1,99932,0,1.0019006156703225,1.0018432358258385,1.0000477956914295
lightweight,4,0.1,99932,1,1.0013603846422492,1.001286962578972,1.0000483584173556
lightweight,4,0.1,99932,2,1.000758816522547,1.0004048148574523,1.0005726043670824
